,Settlement Point Name,Settlement Point Type,Settlement Point Price
2018-01-01 00:00:00-06:00,HB_HOUSTON,HU,27.68
2018-01-01 00:15:00-06:00,HB_HOUSTON,HU,27.69
2018-01-01 00:30:00-06:00,HB_HOUSTON,HU,27.46
2018-01-01 00:45:00-06:00,HB_HOUSTON,HU,27.45
2018-01-01 01:00:00-06:00,HB_HOUSTON,HU,27.62
2018-01-01 01:15:00-06:00,HB_HOUSTON,HU,27.83
2018-01-01 01:30:00-06:00,HB_HOUSTON,HU,27.71
2018-01-01 01:45:00-06:00,HB_HOUSTON,HU,27.63
2018-01-01 02:00:00-06:00,HB_HOUSTON,HU,27.43
2018-01-01 02:15:00-06:00,HB_HOUSTON,HU,27.53
2018-01-01 02:30:00-06:00,HB_HOUSTON,HU,27.61
2018-01-01 02:45:00-06:00,HB_HOUSTON,HU,27.57
2018-01-01 03:00:00-06:00,HB_HOUSTON,HU,27.95
2018-01-01 03:15:00-06:00,HB_HOUSTON,HU,27.91
2018-01-01 03:30:00-06:00,HB_HOUSTON,HU,27.75
2018-01-01 03:45:00-06:00,HB_HOUSTON,HU,28.25
2018-01-01 04:00:00-06:00,HB_HOUSTON,HU,27.38
2018-01-01 04:15:00-06:00,HB_HOUSTON,HU,28.21
2018-01-01 04:30:00-06:00,HB_HOUSTON,HU,28.88
2018-01-01 04:45:00-06:00,HB_HOUSTON,HU,30.08
2018-01-01 05:00:00-06:00,HB_HOUSTON,HU,29.97
2018-01-01 05:15:00-06:00,HB_HOUSTON,HU,31.38
2018-01-01 05:30:00-06:00,HB_HOUSTON,HU,31.39
2018-01-01 05:45:00-06:00,HB_HOUSTON,HU,31.4
2018-01-01 06:00:00-06:00,HB_HOUSTON,HU,32.31
2018-01-01 06:15:00-06:00,HB_HOUSTON,HU,32.65
2018-01-01 06:30:00-06:00,HB_HOUSTON,HU,32.76
2018-01-01 06:45:00-06:00,HB_HOUSTON,HU,33.31
2018-01-01 07:00:00-06:00,HB_HOUSTON,HU,32.14
2018-01-01 07:15:00-06:00,HB_HOUSTON,HU,32.18
2018-01-01 07:30:00-06:00,HB_HOUSTON,HU,32.63
2018-01-01 07:45:00-06:00,HB_HOUSTON,HU,32.22
2018-01-01 08:00:00-06:00,HB_HOUSTON,HU,32.08
2018-01-01 08:15:00-06:00,HB_HOUSTON,HU,33.09
2018-01-01 08:30:00-06:00,HB_HOUSTON,HU,32.53
2018-01-01 08:45:00-06:00,HB_HOUSTON,HU,32.65
2018-01-01 09:00:00-06:00,HB_HOUSTON,HU,36.76
2018-01-01 09:15:00-06:00,HB_HOUSTON,HU,40.25
2018-01-01 09:30:00-06:00,HB_HOUSTON,HU,40.01
2018-01-01 09:45:00-06:00,HB_HOUSTON,HU,39.54
2018-01-01 10:00:00-06:00,HB_HOUSTON,HU,40.25
2018-01-01 10:15:00-06:00,HB_HOUSTON,HU,41.03
2018-01-01 10:30:00-06:00,HB_HOUSTON,HU,40.5
2018-01-01 10:45:00-06:00,HB_HOUSTON,HU,39.9
2018-01-01 11:00:00-06:00,HB_HOUSTON,HU,39.85
2018-01-01 11:15:00-06:00,HB_HOUSTON,HU,40.37
2018-01-01 11:30:00-06:00,HB_HOUSTON,HU,40.3
2018-01-01 11:45:00-06:00,HB_HOUSTON,HU,39.83
2018-01-01 12:00:00-06:00,HB_HOUSTON,HU,37.28
2018-01-01 12:15:00-06:00,HB_HOUSTON,HU,36.26
2018-01-01 12:30:00-06:00,HB_HOUSTON,HU,34.93
2018-01-01 12:45:00-06:00,HB_HOUSTON,HU,34.32
2018-01-01 13:00:00-06:00,HB_HOUSTON,HU,32.17
2018-01-01 13:15:00-06:00,HB_HOUSTON,HU,31.11
2018-01-01 13:30:00-06:00,HB_HOUSTON,HU,30.8
2018-01-01 13:45:00-06:00,HB_HOUSTON,HU,30.72
2018-01-01 14:00:00-06:00,HB_HOUSTON,HU,29.14
2018-01-01 14:15:00-06:00,HB_HOUSTON,HU,28.43
2018-01-01 14:30:00-06:00,HB_HOUSTON,HU,27.84
2018-01-01 14:45:00-06:00,HB_HOUSTON,HU,27.26
2018-01-01 15:00:00-06:00,HB_HOUSTON,HU,27.44
2018-01-01 15:15:00-06:00,HB_HOUSTON,HU,27.42
2018-01-01 15:30:00-06:00,HB_HOUSTON,HU,27.57
2018-01-01 15:45:00-06:00,HB_HOUSTON,HU,27.85
2018-01-01 16:00:00-06:00,HB_HOUSTON,HU,28.07
2018-01-01 16:15:00-06:00,HB_HOUSTON,HU,28.67
2018-01-01 16:30:00-06:00,HB_HOUSTON,HU,29.57
2018-01-01 16:45:00-06:00,HB_HOUSTON,HU,30.76
2018-01-01 17:00:00-06:00,HB_HOUSTON,HU,31.32
2018-01-01 17:15:00-06:00,HB_HOUSTON,HU,34.42
2018-01-01 17:30:00-06:00,HB_HOUSTON,HU,40.04
2018-01-01 17:45:00-06:00,HB_HOUSTON,HU,43.76
2018-01-01 18:00:00-06:00,HB_HOUSTON,HU,43.79
2018-01-01 18:15:00-06:00,HB_HOUSTON,HU,42.12
2018-01-01 18:30:00-06:00,HB_HOUSTON,HU,42.52
2018-01-01 18:45:00-06:00,HB_HOUSTON,HU,42.59
2018-01-01 19:00:00-06:00,HB_HOUSTON,HU,42.93
2018-01-01 19:15:00-06:00,HB_HOUSTON,HU,42.69
2018-01-01 19:30:00-06:00,HB_HOUSTON,HU,42.11
2018-01-01 19:45:00-06:00,HB_HOUSTON,HU,41.33
2018-01-01 20:00:00-06:00,HB_HOUSTON,HU,41.31
2018-01-01 20:15:00-06:00,HB_HOUSTON,HU,41.2
2018-01-01 20:30:00-06:00,HB_HOUSTON,HU,40.47
2018-01-01 20:45:00-06:00,HB_HOUSTON,HU,38.98
2018-01-01 21:00:00-06:00,HB_HOUSTON,HU,37.47
2018-01-01 21:15:00-06:00,HB_HOUSTON,HU,36.39
2018-01-01 21:30:00-06:00,HB_HOUSTON,HU,34.73
2018-01-01 21:45:00-06:00,HB_HOUSTON,HU,33.93
2018-01-01 22:00:00-06:00,HB_HOUSTON,HU,33.16
2018-01-01 22:15:00-06:00,HB_HOUSTON,HU,31.83
2018-01-01 22:30:00-06:00,HB_HOUSTON,HU,30.98
2018-01-01 22:45:00-06:00,HB_HOUSTON,HU,30.12
2018-01-01 23:00:00-06:00,HB_HOUSTON,HU,28.51
2018-01-01 23:15:00-06:00,HB_HOUSTON,HU,28.46
2018-01-01 23:30:00-06:00,HB_HOUSTON,HU,27.81
2018-01-01 23:45:00-06:00,HB_HOUSTON,HU,27.41
2018-01-02 00:00:00-06:00,HB_HOUSTON,HU,27.5
2018-01-02 00:15:00-06:00,HB_HOUSTON,HU,27.52
2018-01-02 00:30:00-06:00,HB_HOUSTON,HU,27.36
2018-01-02 00:45:00-06:00,HB_HOUSTON,HU,27.31
2018-01-02 01:00:00-06:00,HB_HOUSTON,HU,27.46
2018-01-02 01:15:00-06:00,HB_HOUSTON,HU,27.32
2018-01-02 01:30:00-06:00,HB_HOUSTON,HU,27.18
2018-01-02 01:45:00-06:00,HB_HOUSTON,HU,27.05
2018-01-02 02:00:00-06:00,HB_HOUSTON,HU,27.07
2018-01-02 02:15:00-06:00,HB_HOUSTON,HU,27.06
2018-01-02 02:30:00-06:00,HB_HOUSTON,HU,26.98
2018-01-02 02:45:00-06:00,HB_HOUSTON,HU,26.9
2018-01-02 03:00:00-06:00,HB_HOUSTON,HU,26.94
2018-01-02 03:15:00-06:00,HB_HOUSTON,HU,27.1
2018-01-02 03:30:00-06:00,HB_HOUSTON,HU,27.32
2018-01-02 03:45:00-06:00,HB_HOUSTON,HU,27.6
2018-01-02 04:00:00-06:00,HB_HOUSTON,HU,27.57
2018-01-02 04:15:00-06:00,HB_HOUSTON,HU,27.78
2018-01-02 04:30:00-06:00,HB_HOUSTON,HU,28.21
2018-01-02 04:45:00-06:00,HB_HOUSTON,HU,28.76
2018-01-02 05:00:00-06:00,HB_HOUSTON,HU,28.42
2018-01-02 05:15:00-06:00,HB_HOUSTON,HU,29.1
2018-01-02 05:30:00-06:00,HB_HOUSTON,HU,29.77
2018-01-02 05:45:00-06:00,HB_HOUSTON,HU,30.57
2018-01-02 06:00:00-06:00,HB_HOUSTON,HU,33.1
2018-01-02 06:15:00-06:00,HB_HOUSTON,HU,34.66
2018-01-02 06:30:00-06:00,HB_HOUSTON,HU,35.96
2018-01-02 06:45:00-06:00,HB_HOUSTON,HU,38.36
2018-01-02 07:00:00-06:00,HB_HOUSTON,HU,39.53
2018-01-02 07:15:00-06:00,HB_HOUSTON,HU,39.8
2018-01-02 07:30:00-06:00,HB_HOUSTON,HU,39.96
2018-01-02 07:45:00-06:00,HB_HOUSTON,HU,40.35
2018-01-02 08:00:00-06:00,HB_HOUSTON,HU,40.85
2018-01-02 08:15:00-06:00,HB_HOUSTON,HU,41.98
2018-01-02 08:30:00-06:00,HB_HOUSTON,HU,42.48
2018-01-02 08:45:00-06:00,HB_HOUSTON,HU,42.9
2018-01-02 09:00:00-06:00,HB_HOUSTON,HU,44.44
2018-01-02 09:15:00-06:00,HB_HOUSTON,HU,44.79
2018-01-02 09:30:00-06:00,HB_HOUSTON,HU,44.14
2018-01-02 09:45:00-06:00,HB_HOUSTON,HU,44.13
2018-01-02 10:00:00-06:00,HB_HOUSTON,HU,46.59
2018-01-02 10:15:00-06:00,HB_HOUSTON,HU,47.68
2018-01-02 10:30:00-06:00,HB_HOUSTON,HU,48.57
2018-01-02 10:45:00-06:00,HB_HOUSTON,HU,47.92
2018-01-02 11:00:00-06:00,HB_HOUSTON,HU,50.34
2018-01-02 11:15:00-06:00,HB_HOUSTON,HU,48.82
2018-01-02 11:30:00-06:00,HB_HOUSTON,HU,48.19
2018-01-02 11:45:00-06:00,HB_HOUSTON,HU,46.62
2018-01-02 12:00:00-06:00,HB_HOUSTON,HU,47.0
2018-01-02 12:15:00-06:00,HB_HOUSTON,HU,45.62
2018-01-02 12:30:00-06:00,HB_HOUSTON,HU,44.8
2018-01-02 12:45:00-06:00,HB_HOUSTON,HU,44.57
2018-01-02 13:00:00-06:00,HB_HOUSTON,HU,44.93
2018-01-02 13:15:00-06:00,HB_HOUSTON,HU,44.02
2018-01-02 13:30:00-06:00,HB_HOUSTON,HU,44.2
2018-01-02 13:45:00-06:00,HB_HOUSTON,HU,43.75
2018-01-02 14:00:00-06:00,HB_HOUSTON,HU,44.52
2018-01-02 14:15:00-06:00,HB_HOUSTON,HU,44.91
2018-01-02 14:30:00-06:00,HB_HOUSTON,HU,44.97
2018-01-02 14:45:00-06:00,HB_HOUSTON,HU,44.61
2018-01-02 15:00:00-06:00,HB_HOUSTON,HU,43.12
2018-01-02 15:15:00-06:00,HB_HOUSTON,HU,41.32
2018-01-02 15:30:00-06:00,HB_HOUSTON,HU,40.14
2018-01-02 15:45:00-06:00,HB_HOUSTON,HU,39.55
2018-01-02 16:00:00-06:00,HB_HOUSTON,HU,41.12
2018-01-02 16:15:00-06:00,HB_HOUSTON,HU,44.5
2018-01-02 16:30:00-06:00,HB_HOUSTON,HU,44.6
2018-01-02 16:45:00-06:00,HB_HOUSTON,HU,45.28
2018-01-02 17:00:00-06:00,HB_HOUSTON,HU,45.43
2018-01-02 17:15:00-06:00,HB_HOUSTON,HU,48.84
2018-01-02 17:30:00-06:00,HB_HOUSTON,HU,54.23
2018-01-02 17:45:00-06:00,HB_HOUSTON,HU,71.86
2018-01-02 18:00:00-06:00,HB_HOUSTON,HU,60.54
2018-01-02 18:15:00-06:00,HB_HOUSTON,HU,48.68
2018-01-02 18:30:00-06:00,HB_HOUSTON,HU,48.87
2018-01-02 18:45:00-06:00,HB_HOUSTON,HU,49.86
2018-01-02 19:00:00-06:00,HB_HOUSTON,HU,50.68
2018-01-02 19:15:00-06:00,HB_HOUSTON,HU,53.0
2018-01-02 19:30:00-06:00,HB_HOUSTON,HU,53.68
2018-01-02 19:45:00-06:00,HB_HOUSTON,HU,52.15
2018-01-02 20:00:00-06:00,HB_HOUSTON,HU,60.09
2018-01-02 20:15:00-06:00,HB_HOUSTON,HU,57.15
2018-01-02 20:30:00-06:00,HB_HOUSTON,HU,49.28
2018-01-02 20:45:00-06:00,HB_HOUSTON,HU,47.11
2018-01-02 21:00:00-06:00,HB_HOUSTON,HU,43.8
2018-01-02 21:15:00-06:00,HB_HOUSTON,HU,40.81
2018-01-02 21:30:00-06:00,HB_HOUSTON,HU,38.47
2018-01-02 21:45:00-06:00,HB_HOUSTON,HU,36.28
2018-01-02 22:00:00-06:00,HB_HOUSTON,HU,33.1
2018-01-02 22:15:00-06:00,HB_HOUSTON,HU,30.97
2018-01-02 22:30:00-06:00,HB_HOUSTON,HU,30.58
2018-01-02 22:45:00-06:00,HB_HOUSTON,HU,29.32
2018-01-02 23:00:00-06:00,HB_HOUSTON,HU,29.29
2018-01-02 23:15:00-06:00,HB_HOUSTON,HU,28.76
2018-01-02 23:30:00-06:00,HB_HOUSTON,HU,27.93
2018-01-02 23:45:00-06:00,HB_HOUSTON,HU,27.88
2018-01-03 00:00:00-06:00,HB_HOUSTON,HU,37.35
2018-01-03 00:15:00-06:00,HB_HOUSTON,HU,34.83
2018-01-03 00:30:00-06:00,HB_HOUSTON,HU,32.45
2018-01-03 00:45:00-06:00,HB_HOUSTON,HU,32.41
2018-01-03 01:00:00-06:00,HB_HOUSTON,HU,34.62
2018-01-03 01:15:00-06:00,HB_HOUSTON,HU,33.86
2018-01-03 01:30:00-06:00,HB_HOUSTON,HU,33.81
2018-01-03 01:45:00-06:00,HB_HOUSTON,HU,32.64
2018-01-03 02:00:00-06:00,HB_HOUSTON,HU,32.39
2018-01-03 02:15:00-06:00,HB_HOUSTON,HU,32.98
2018-01-03 02:30:00-06:00,HB_HOUSTON,HU,32.67
2018-01-03 02:45:00-06:00,HB_HOUSTON,HU,32.86
2018-01-03 03:00:00-06:00,HB_HOUSTON,HU,34.85
2018-01-03 03:15:00-06:00,HB_HOUSTON,HU,35.57
2018-01-03 03:30:00-06:00,HB_HOUSTON,HU,33.58
2018-01-03 03:45:00-06:00,HB_HOUSTON,HU,32.51
2018-01-03 04:00:00-06:00,HB_HOUSTON,HU,36.87
2018-01-03 04:15:00-06:00,HB_HOUSTON,HU,39.23
2018-01-03 04:30:00-06:00,HB_HOUSTON,HU,38.27
2018-01-03 04:45:00-06:00,HB_HOUSTON,HU,43.25
2018-01-03 05:00:00-06:00,HB_HOUSTON,HU,42.37
2018-01-03 05:15:00-06:00,HB_HOUSTON,HU,43.65
2018-01-03 05:30:00-06:00,HB_HOUSTON,HU,44.47
2018-01-03 05:45:00-06:00,HB_HOUSTON,HU,45.2
2018-01-03 06:00:00-06:00,HB_HOUSTON,HU,46.29
2018-01-03 06:15:00-06:00,HB_HOUSTON,HU,51.26
2018-01-03 06:30:00-06:00,HB_HOUSTON,HU,46.44
2018-01-03 06:45:00-06:00,HB_HOUSTON,HU,50.53
2018-01-03 07:00:00-06:00,HB_HOUSTON,HU,52.43
2018-01-03 07:15:00-06:00,HB_HOUSTON,HU,56.47
2018-01-03 07:30:00-06:00,HB_HOUSTON,HU,57.47
2018-01-03 07:45:00-06:00,HB_HOUSTON,HU,53.08
2018-01-03 08:00:00-06:00,HB_HOUSTON,HU,51.91
2018-01-03 08:15:00-06:00,HB_HOUSTON,HU,46.32
2018-01-03 08:30:00-06:00,HB_HOUSTON,HU,44.91
2018-01-03 08:45:00-06:00,HB_HOUSTON,HU,46.52
2018-01-03 09:00:00-06:00,HB_HOUSTON,HU,68.52
2018-01-03 09:15:00-06:00,HB_HOUSTON,HU,70.02
2018-01-03 09:30:00-06:00,HB_HOUSTON,HU,69.76
2018-01-03 09:45:00-06:00,HB_HOUSTON,HU,69.37
2018-01-03 10:00:00-06:00,HB_HOUSTON,HU,68.24
2018-01-03 10:15:00-06:00,HB_HOUSTON,HU,68.0
2018-01-03 10:30:00-06:00,HB_HOUSTON,HU,62.28
2018-01-03 10:45:00-06:00,HB_HOUSTON,HU,68.52
2018-01-03 11:00:00-06:00,HB_HOUSTON,HU,69.61
2018-01-03 11:15:00-06:00,HB_HOUSTON,HU,65.11
2018-01-03 11:30:00-06:00,HB_HOUSTON,HU,63.46
2018-01-03 11:45:00-06:00,HB_HOUSTON,HU,61.66
2018-01-03 12:00:00-06:00,HB_HOUSTON,HU,61.47
2018-01-03 12:15:00-06:00,HB_HOUSTON,HU,60.11
2018-01-03 12:30:00-06:00,HB_HOUSTON,HU,55.08
2018-01-03 12:45:00-06:00,HB_HOUSTON,HU,52.12
2018-01-03 13:00:00-06:00,HB_HOUSTON,HU,52.04
2018-01-03 13:15:00-06:00,HB_HOUSTON,HU,50.69
2018-01-03 13:30:00-06:00,HB_HOUSTON,HU,48.88
2018-01-03 13:45:00-06:00,HB_HOUSTON,HU,47.03
2018-01-03 14:00:00-06:00,HB_HOUSTON,HU,45.61
2018-01-03 14:15:00-06:00,HB_HOUSTON,HU,44.67
2018-01-03 14:30:00-06:00,HB_HOUSTON,HU,43.69
2018-01-03 14:45:00-06:00,HB_HOUSTON,HU,42.49
2018-01-03 15:00:00-06:00,HB_HOUSTON,HU,42.25
2018-01-03 15:15:00-06:00,HB_HOUSTON,HU,41.95
2018-01-03 15:30:00-06:00,HB_HOUSTON,HU,41.81
2018-01-03 15:45:00-06:00,HB_HOUSTON,HU,41.8
2018-01-03 16:00:00-06:00,HB_HOUSTON,HU,42.27
2018-01-03 16:15:00-06:00,HB_HOUSTON,HU,42.93
2018-01-03 16:30:00-06:00,HB_HOUSTON,HU,43.4
2018-01-03 16:45:00-06:00,HB_HOUSTON,HU,44.03
2018-01-03 17:00:00-06:00,HB_HOUSTON,HU,45.38
2018-01-03 17:15:00-06:00,HB_HOUSTON,HU,48.07
2018-01-03 17:30:00-06:00,HB_HOUSTON,HU,52.88
2018-01-03 17:45:00-06:00,HB_HOUSTON,HU,58.66
2018-01-03 18:00:00-06:00,HB_HOUSTON,HU,64.52
2018-01-03 18:15:00-06:00,HB_HOUSTON,HU,68.69
2018-01-03 18:30:00-06:00,HB_HOUSTON,HU,66.09
2018-01-03 18:45:00-06:00,HB_HOUSTON,HU,64.22
2018-01-03 19:00:00-06:00,HB_HOUSTON,HU,64.77
2018-01-03 19:15:00-06:00,HB_HOUSTON,HU,66.37
2018-01-03 19:30:00-06:00,HB_HOUSTON,HU,66.35
2018-01-03 19:45:00-06:00,HB_HOUSTON,HU,66.27
2018-01-03 20:00:00-06:00,HB_HOUSTON,HU,69.61
2018-01-03 20:15:00-06:00,HB_HOUSTON,HU,66.83
2018-01-03 20:30:00-06:00,HB_HOUSTON,HU,67.02
2018-01-03 20:45:00-06:00,HB_HOUSTON,HU,63.47
2018-01-03 21:00:00-06:00,HB_HOUSTON,HU,57.21
2018-01-03 21:15:00-06:00,HB_HOUSTON,HU,55.92
2018-01-03 21:30:00-06:00,HB_HOUSTON,HU,54.27
2018-01-03 21:45:00-06:00,HB_HOUSTON,HU,51.94
2018-01-03 22:00:00-06:00,HB_HOUSTON,HU,51.52
2018-01-03 22:15:00-06:00,HB_HOUSTON,HU,51.43
2018-01-03 22:30:00-06:00,HB_HOUSTON,HU,51.27
2018-01-03 22:45:00-06:00,HB_HOUSTON,HU,50.54
2018-01-03 23:00:00-06:00,HB_HOUSTON,HU,50.98
2018-01-03 23:15:00-06:00,HB_HOUSTON,HU,50.08
2018-01-03 23:30:00-06:00,HB_HOUSTON,HU,49.28
2018-01-03 23:45:00-06:00,HB_HOUSTON,HU,48.45
2018-01-04 00:00:00-06:00,HB_HOUSTON,HU,49.89
2018-01-04 00:15:00-06:00,HB_HOUSTON,HU,48.96
2018-01-04 00:30:00-06:00,HB_HOUSTON,HU,48.05
2018-01-04 00:45:00-06:00,HB_HOUSTON,HU,47.08
2018-01-04 01:00:00-06:00,HB_HOUSTON,HU,47.97
2018-01-04 01:15:00-06:00,HB_HOUSTON,HU,46.24
2018-01-04 01:30:00-06:00,HB_HOUSTON,HU,46.48
2018-01-04 01:45:00-06:00,HB_HOUSTON,HU,46.26
2018-01-04 02:00:00-06:00,HB_HOUSTON,HU,46.43
2018-01-04 02:15:00-06:00,HB_HOUSTON,HU,46.72
2018-01-04 02:30:00-06:00,HB_HOUSTON,HU,47.17
2018-01-04 02:45:00-06:00,HB_HOUSTON,HU,47.97
2018-01-04 03:00:00-06:00,HB_HOUSTON,HU,48.88
2018-01-04 03:15:00-06:00,HB_HOUSTON,HU,50.09
2018-01-04 03:30:00-06:00,HB_HOUSTON,HU,49.9
2018-01-04 03:45:00-06:00,HB_HOUSTON,HU,50.19
2018-01-04 04:00:00-06:00,HB_HOUSTON,HU,51.54
2018-01-04 04:15:00-06:00,HB_HOUSTON,HU,52.17
2018-01-04 04:30:00-06:00,HB_HOUSTON,HU,53.11
2018-01-04 04:45:00-06:00,HB_HOUSTON,HU,56.0
2018-01-04 05:00:00-06:00,HB_HOUSTON,HU,57.82
2018-01-04 05:15:00-06:00,HB_HOUSTON,HU,56.05
2018-01-04 05:30:00-06:00,HB_HOUSTON,HU,59.12
2018-01-04 05:45:00-06:00,HB_HOUSTON,HU,66.55
2018-01-04 06:00:00-06:00,HB_HOUSTON,HU,73.53
2018-01-04 06:15:00-06:00,HB_HOUSTON,HU,75.84
2018-01-04 06:30:00-06:00,HB_HOUSTON,HU,75.12
2018-01-04 06:45:00-06:00,HB_HOUSTON,HU,76.84
2018-01-04 07:00:00-06:00,HB_HOUSTON,HU,75.52
2018-01-04 07:15:00-06:00,HB_HOUSTON,HU,75.02
2018-01-04 07:30:00-06:00,HB_HOUSTON,HU,71.77
2018-01-04 07:45:00-06:00,HB_HOUSTON,HU,62.8
2018-01-04 08:00:00-06:00,HB_HOUSTON,HU,66.24
2018-01-04 08:15:00-06:00,HB_HOUSTON,HU,62.41
2018-01-04 08:30:00-06:00,HB_HOUSTON,HU,55.29
2018-01-04 08:45:00-06:00,HB_HOUSTON,HU,50.6
2018-01-04 09:00:00-06:00,HB_HOUSTON,HU,53.93
2018-01-04 09:15:00-06:00,HB_HOUSTON,HU,54.17
2018-01-04 09:30:00-06:00,HB_HOUSTON,HU,55.15
2018-01-04 09:45:00-06:00,HB_HOUSTON,HU,54.54
2018-01-04 10:00:00-06:00,HB_HOUSTON,HU,60.19
2018-01-04 10:15:00-06:00,HB_HOUSTON,HU,55.94
2018-01-04 10:30:00-06:00,HB_HOUSTON,HU,52.86
2018-01-04 10:45:00-06:00,HB_HOUSTON,HU,48.32
2018-01-04 11:00:00-06:00,HB_HOUSTON,HU,45.01
2018-01-04 11:15:00-06:00,HB_HOUSTON,HU,43.06
2018-01-04 11:30:00-06:00,HB_HOUSTON,HU,41.34
2018-01-04 11:45:00-06:00,HB_HOUSTON,HU,40.61
2018-01-04 12:00:00-06:00,HB_HOUSTON,HU,39.98
2018-01-04 12:15:00-06:00,HB_HOUSTON,HU,39.45
2018-01-04 12:30:00-06:00,HB_HOUSTON,HU,38.48
2018-01-04 12:45:00-06:00,HB_HOUSTON,HU,38.06
2018-01-04 13:00:00-06:00,HB_HOUSTON,HU,38.46
2018-01-04 13:15:00-06:00,HB_HOUSTON,HU,38.13
2018-01-04 13:30:00-06:00,HB_HOUSTON,HU,36.81
2018-01-04 13:45:00-06:00,HB_HOUSTON,HU,37.37
2018-01-04 14:00:00-06:00,HB_HOUSTON,HU,37.11
2018-01-04 14:15:00-06:00,HB_HOUSTON,HU,37.36
2018-01-04 14:30:00-06:00,HB_HOUSTON,HU,36.92
2018-01-04 14:45:00-06:00,HB_HOUSTON,HU,37.34
2018-01-04 15:00:00-06:00,HB_HOUSTON,HU,27.63
2018-01-04 15:15:00-06:00,HB_HOUSTON,HU,32.11
2018-01-04 15:30:00-06:00,HB_HOUSTON,HU,25.18
2018-01-04 15:45:00-06:00,HB_HOUSTON,HU,33.46
2018-01-04 16:00:00-06:00,HB_HOUSTON,HU,35.16
2018-01-04 16:15:00-06:00,HB_HOUSTON,HU,38.98
2018-01-04 16:30:00-06:00,HB_HOUSTON,HU,40.37
2018-01-04 16:45:00-06:00,HB_HOUSTON,HU,41.62
2018-01-04 17:00:00-06:00,HB_HOUSTON,HU,40.85
2018-01-04 17:15:00-06:00,HB_HOUSTON,HU,43.37
2018-01-04 17:30:00-06:00,HB_HOUSTON,HU,47.55
2018-01-04 17:45:00-06:00,HB_HOUSTON,HU,53.46
2018-01-04 18:00:00-06:00,HB_HOUSTON,HU,48.01
2018-01-04 18:15:00-06:00,HB_HOUSTON,HU,47.35
2018-01-04 18:30:00-06:00,HB_HOUSTON,HU,44.51
2018-01-04 18:45:00-06:00,HB_HOUSTON,HU,42.99
2018-01-04 19:00:00-06:00,HB_HOUSTON,HU,40.95
2018-01-04 19:15:00-06:00,HB_HOUSTON,HU,40.91
2018-01-04 19:30:00-06:00,HB_HOUSTON,HU,41.11
2018-01-04 19:45:00-06:00,HB_HOUSTON,HU,39.23
2018-01-04 20:00:00-06:00,HB_HOUSTON,HU,39.3
2018-01-04 20:15:00-06:00,HB_HOUSTON,HU,37.35
2018-01-04 20:30:00-06:00,HB_HOUSTON,HU,37.08
2018-01-04 20:45:00-06:00,HB_HOUSTON,HU,35.05
2018-01-04 21:00:00-06:00,HB_HOUSTON,HU,34.23
2018-01-04 21:15:00-06:00,HB_HOUSTON,HU,34.17
2018-01-04 21:30:00-06:00,HB_HOUSTON,HU,36.37
2018-01-04 21:45:00-06:00,HB_HOUSTON,HU,35.63
2018-01-04 22:00:00-06:00,HB_HOUSTON,HU,36.71
2018-01-04 22:15:00-06:00,HB_HOUSTON,HU,30.49
2018-01-04 22:30:00-06:00,HB_HOUSTON,HU,25.83
2018-01-04 22:45:00-06:00,HB_HOUSTON,HU,21.2
2018-01-04 23:00:00-06:00,HB_HOUSTON,HU,20.84
2018-01-04 23:15:00-06:00,HB_HOUSTON,HU,19.97
2018-01-04 23:30:00-06:00,HB_HOUSTON,HU,19.57
2018-01-04 23:45:00-06:00,HB_HOUSTON,HU,19.13
2018-01-05 00:00:00-06:00,HB_HOUSTON,HU,19.53
2018-01-05 00:15:00-06:00,HB_HOUSTON,HU,19.83
2018-01-05 00:30:00-06:00,HB_HOUSTON,HU,19.54
2018-01-05 00:45:00-06:00,HB_HOUSTON,HU,19.54
2018-01-05 01:00:00-06:00,HB_HOUSTON,HU,19.49
2018-01-05 01:15:00-06:00,HB_HOUSTON,HU,19.41
2018-01-05 01:30:00-06:00,HB_HOUSTON,HU,19.18
2018-01-05 01:45:00-06:00,HB_HOUSTON,HU,19.45
2018-01-05 02:00:00-06:00,HB_HOUSTON,HU,19.8
2018-01-05 02:15:00-06:00,HB_HOUSTON,HU,20.39
2018-01-05 02:30:00-06:00,HB_HOUSTON,HU,20.42
2018-01-05 02:45:00-06:00,HB_HOUSTON,HU,20.59
2018-01-05 03:00:00-06:00,HB_HOUSTON,HU,21.03
2018-01-05 03:15:00-06:00,HB_HOUSTON,HU,20.86
2018-01-05 03:30:00-06:00,HB_HOUSTON,HU,21.1
2018-01-05 03:45:00-06:00,HB_HOUSTON,HU,21.03
2018-01-05 04:00:00-06:00,HB_HOUSTON,HU,20.99
2018-01-05 04:15:00-06:00,HB_HOUSTON,HU,20.86
2018-01-05 04:30:00-06:00,HB_HOUSTON,HU,21.01
2018-01-05 04:45:00-06:00,HB_HOUSTON,HU,21.11
2018-01-05 05:00:00-06:00,HB_HOUSTON,HU,22.14
2018-01-05 05:15:00-06:00,HB_HOUSTON,HU,20.96
2018-01-05 05:30:00-06:00,HB_HOUSTON,HU,21.09
2018-01-05 05:45:00-06:00,HB_HOUSTON,HU,21.64
2018-01-05 06:00:00-06:00,HB_HOUSTON,HU,24.64
2018-01-05 06:15:00-06:00,HB_HOUSTON,HU,28.64
