,Settlement Point Name,Settlement Point Type,Settlement Point Price
2018-04-21 06:30:00-05:00,HB_HOUSTON,HU,17.39
2018-04-21 06:45:00-05:00,HB_HOUSTON,HU,17.3
2018-04-21 07:00:00-05:00,HB_HOUSTON,HU,17.69
2018-04-21 07:15:00-05:00,HB_HOUSTON,HU,18.21
2018-04-21 07:30:00-05:00,HB_HOUSTON,HU,18.29
2018-04-21 07:45:00-05:00,HB_HOUSTON,HU,18.1
2018-04-21 08:00:00-05:00,HB_HOUSTON,HU,18.32
2018-04-21 08:15:00-05:00,HB_HOUSTON,HU,18.4
2018-04-21 08:30:00-05:00,HB_HOUSTON,HU,18.13
2018-04-21 08:45:00-05:00,HB_HOUSTON,HU,17.8
2018-04-21 09:00:00-05:00,HB_HOUSTON,HU,17.91
2018-04-21 09:15:00-05:00,HB_HOUSTON,HU,17.86
2018-04-21 09:30:00-05:00,HB_HOUSTON,HU,18.32
2018-04-21 09:45:00-05:00,HB_HOUSTON,HU,18.39
2018-04-21 10:00:00-05:00,HB_HOUSTON,HU,18.46
2018-04-21 10:15:00-05:00,HB_HOUSTON,HU,18.22
2018-04-21 10:30:00-05:00,HB_HOUSTON,HU,18.22
2018-04-21 10:45:00-05:00,HB_HOUSTON,HU,18.12
2018-04-21 11:00:00-05:00,HB_HOUSTON,HU,18.15
2018-04-21 11:15:00-05:00,HB_HOUSTON,HU,18.08
2018-04-21 11:30:00-05:00,HB_HOUSTON,HU,17.99
2018-04-21 11:45:00-05:00,HB_HOUSTON,HU,18.16
2018-04-21 12:00:00-05:00,HB_HOUSTON,HU,17.76
2018-04-21 12:15:00-05:00,HB_HOUSTON,HU,18.08
2018-04-21 12:30:00-05:00,HB_HOUSTON,HU,18.49
2018-04-21 12:45:00-05:00,HB_HOUSTON,HU,18.27
2018-04-21 13:00:00-05:00,HB_HOUSTON,HU,18.44
2018-04-21 13:15:00-05:00,HB_HOUSTON,HU,18.13
2018-04-21 13:30:00-05:00,HB_HOUSTON,HU,18.23
2018-04-21 13:45:00-05:00,HB_HOUSTON,HU,17.91
2018-04-21 14:00:00-05:00,HB_HOUSTON,HU,17.69
2018-04-21 14:15:00-05:00,HB_HOUSTON,HU,17.72
2018-04-21 14:30:00-05:00,HB_HOUSTON,HU,17.73
2018-04-21 14:45:00-05:00,HB_HOUSTON,HU,17.53
2018-04-21 15:00:00-05:00,HB_HOUSTON,HU,17.39
2018-04-21 15:15:00-05:00,HB_HOUSTON,HU,17.74
2018-04-21 15:30:00-05:00,HB_HOUSTON,HU,17.69
2018-04-21 15:45:00-05:00,HB_HOUSTON,HU,17.84
2018-04-21 16:00:00-05:00,HB_HOUSTON,HU,17.81
2018-04-21 16:15:00-05:00,HB_HOUSTON,HU,17.8
2018-04-21 16:30:00-05:00,HB_HOUSTON,HU,17.22
2018-04-21 16:45:00-05:00,HB_HOUSTON,HU,16.4
2018-04-21 17:00:00-05:00,HB_HOUSTON,HU,17.82
2018-04-21 17:15:00-05:00,HB_HOUSTON,HU,24.56
2018-04-21 17:30:00-05:00,HB_HOUSTON,HU,23.18
2018-04-21 17:45:00-05:00,HB_HOUSTON,HU,19.87
2018-04-21 18:00:00-05:00,HB_HOUSTON,HU,18.88
2018-04-21 18:15:00-05:00,HB_HOUSTON,HU,19.17
2018-04-21 18:30:00-05:00,HB_HOUSTON,HU,19.59
2018-04-21 18:45:00-05:00,HB_HOUSTON,HU,19.55
2018-04-21 19:00:00-05:00,HB_HOUSTON,HU,19.2
2018-04-21 19:15:00-05:00,HB_HOUSTON,HU,19.36
2018-04-21 19:30:00-05:00,HB_HOUSTON,HU,19.34
2018-04-21 19:45:00-05:00,HB_HOUSTON,HU,18.63
2018-04-21 20:00:00-05:00,HB_HOUSTON,HU,18.82
2018-04-21 20:15:00-05:00,HB_HOUSTON,HU,24.42
2018-04-21 20:30:00-05:00,HB_HOUSTON,HU,151.78
2018-04-21 20:45:00-05:00,HB_HOUSTON,HU,20.83
2018-04-21 21:00:00-05:00,HB_HOUSTON,HU,20.06
2018-04-21 21:15:00-05:00,HB_HOUSTON,HU,20.6
2018-04-21 21:30:00-05:00,HB_HOUSTON,HU,19.78
2018-04-21 21:45:00-05:00,HB_HOUSTON,HU,20.46
2018-04-21 22:00:00-05:00,HB_HOUSTON,HU,21.33
2018-04-21 22:15:00-05:00,HB_HOUSTON,HU,21.12
2018-04-21 22:30:00-05:00,HB_HOUSTON,HU,18.93
2018-04-21 22:45:00-05:00,HB_HOUSTON,HU,19.22
2018-04-21 23:00:00-05:00,HB_HOUSTON,HU,19.22
2018-04-21 23:15:00-05:00,HB_HOUSTON,HU,19.3
2018-04-21 23:30:00-05:00,HB_HOUSTON,HU,19.35
2018-04-21 23:45:00-05:00,HB_HOUSTON,HU,18.95
2018-04-22 00:00:00-05:00,HB_HOUSTON,HU,18.87
2018-04-22 00:15:00-05:00,HB_HOUSTON,HU,19.05
2018-04-22 00:30:00-05:00,HB_HOUSTON,HU,18.65
2018-04-22 00:45:00-05:00,HB_HOUSTON,HU,18.57
2018-04-22 01:00:00-05:00,HB_HOUSTON,HU,18.46
2018-04-22 01:15:00-05:00,HB_HOUSTON,HU,18.56
2018-04-22 01:30:00-05:00,HB_HOUSTON,HU,18.8
2018-04-22 01:45:00-05:00,HB_HOUSTON,HU,18.71
2018-04-22 02:00:00-05:00,HB_HOUSTON,HU,18.85
2018-04-22 02:15:00-05:00,HB_HOUSTON,HU,18.96
2018-04-22 02:30:00-05:00,HB_HOUSTON,HU,19.0
2018-04-22 02:45:00-05:00,HB_HOUSTON,HU,18.95
2018-04-22 03:00:00-05:00,HB_HOUSTON,HU,19.17
2018-04-22 03:15:00-05:00,HB_HOUSTON,HU,19.21
2018-04-22 03:30:00-05:00,HB_HOUSTON,HU,18.86
2018-04-22 03:45:00-05:00,HB_HOUSTON,HU,18.72
2018-04-22 04:00:00-05:00,HB_HOUSTON,HU,18.65
2018-04-22 04:15:00-05:00,HB_HOUSTON,HU,18.56
2018-04-22 04:30:00-05:00,HB_HOUSTON,HU,18.37
2018-04-22 04:45:00-05:00,HB_HOUSTON,HU,18.32
2018-04-22 05:00:00-05:00,HB_HOUSTON,HU,18.15
2018-04-22 05:15:00-05:00,HB_HOUSTON,HU,18.43
2018-04-22 05:30:00-05:00,HB_HOUSTON,HU,18.44
2018-04-22 05:45:00-05:00,HB_HOUSTON,HU,18.17
2018-04-22 06:00:00-05:00,HB_HOUSTON,HU,18.6
2018-04-22 06:15:00-05:00,HB_HOUSTON,HU,18.22
2018-04-22 06:30:00-05:00,HB_HOUSTON,HU,17.91
2018-04-22 06:45:00-05:00,HB_HOUSTON,HU,17.42
2018-04-22 07:00:00-05:00,HB_HOUSTON,HU,17.26
2018-04-22 07:15:00-05:00,HB_HOUSTON,HU,17.15
2018-04-22 07:30:00-05:00,HB_HOUSTON,HU,17.31
2018-04-22 07:45:00-05:00,HB_HOUSTON,HU,17.5
2018-04-22 08:00:00-05:00,HB_HOUSTON,HU,17.71
2018-04-22 08:15:00-05:00,HB_HOUSTON,HU,18.09
2018-04-22 08:30:00-05:00,HB_HOUSTON,HU,18.04
2018-04-22 08:45:00-05:00,HB_HOUSTON,HU,17.74
2018-04-22 09:00:00-05:00,HB_HOUSTON,HU,17.67
2018-04-22 09:15:00-05:00,HB_HOUSTON,HU,17.64
2018-04-22 09:30:00-05:00,HB_HOUSTON,HU,17.9
2018-04-22 09:45:00-05:00,HB_HOUSTON,HU,18.0
2018-04-22 10:00:00-05:00,HB_HOUSTON,HU,18.55
2018-04-22 10:15:00-05:00,HB_HOUSTON,HU,18.77
2018-04-22 10:30:00-05:00,HB_HOUSTON,HU,19.06
2018-04-22 10:45:00-05:00,HB_HOUSTON,HU,19.27
2018-04-22 11:00:00-05:00,HB_HOUSTON,HU,19.5
2018-04-22 11:15:00-05:00,HB_HOUSTON,HU,19.39
2018-04-22 11:30:00-05:00,HB_HOUSTON,HU,19.72
2018-04-22 11:45:00-05:00,HB_HOUSTON,HU,19.87
2018-04-22 12:00:00-05:00,HB_HOUSTON,HU,19.84
2018-04-22 12:15:00-05:00,HB_HOUSTON,HU,19.87
2018-04-22 12:30:00-05:00,HB_HOUSTON,HU,20.08
2018-04-22 12:45:00-05:00,HB_HOUSTON,HU,19.7
2018-04-22 13:00:00-05:00,HB_HOUSTON,HU,19.93
2018-04-22 13:15:00-05:00,HB_HOUSTON,HU,20.52
2018-04-22 13:30:00-05:00,HB_HOUSTON,HU,21.13
2018-04-22 13:45:00-05:00,HB_HOUSTON,HU,20.24
2018-04-22 14:00:00-05:00,HB_HOUSTON,HU,19.94
2018-04-22 14:15:00-05:00,HB_HOUSTON,HU,19.99
2018-04-22 14:30:00-05:00,HB_HOUSTON,HU,20.06
2018-04-22 14:45:00-05:00,HB_HOUSTON,HU,20.42
2018-04-22 15:00:00-05:00,HB_HOUSTON,HU,20.57
2018-04-22 15:15:00-05:00,HB_HOUSTON,HU,21.22
2018-04-22 15:30:00-05:00,HB_HOUSTON,HU,21.57
2018-04-22 15:45:00-05:00,HB_HOUSTON,HU,21.64
2018-04-22 16:00:00-05:00,HB_HOUSTON,HU,22.84
2018-04-22 16:15:00-05:00,HB_HOUSTON,HU,24.28
2018-04-22 16:30:00-05:00,HB_HOUSTON,HU,25.92
2018-04-22 16:45:00-05:00,HB_HOUSTON,HU,23.51
2018-04-22 17:00:00-05:00,HB_HOUSTON,HU,23.29
2018-04-22 17:15:00-05:00,HB_HOUSTON,HU,25.46
2018-04-22 17:30:00-05:00,HB_HOUSTON,HU,29.45
2018-04-22 17:45:00-05:00,HB_HOUSTON,HU,26.25
2018-04-22 18:00:00-05:00,HB_HOUSTON,HU,36.6
2018-04-22 18:15:00-05:00,HB_HOUSTON,HU,25.54
2018-04-22 18:30:00-05:00,HB_HOUSTON,HU,24.43
2018-04-22 18:45:00-05:00,HB_HOUSTON,HU,24.2
2018-04-22 19:00:00-05:00,HB_HOUSTON,HU,27.62
2018-04-22 19:15:00-05:00,HB_HOUSTON,HU,26.57
2018-04-22 19:30:00-05:00,HB_HOUSTON,HU,34.91
2018-04-22 19:45:00-05:00,HB_HOUSTON,HU,28.74
2018-04-22 20:00:00-05:00,HB_HOUSTON,HU,56.06
2018-04-22 20:15:00-05:00,HB_HOUSTON,HU,130.62
2018-04-22 20:30:00-05:00,HB_HOUSTON,HU,28.64
2018-04-22 20:45:00-05:00,HB_HOUSTON,HU,29.18
2018-04-22 21:00:00-05:00,HB_HOUSTON,HU,28.64
2018-04-22 21:15:00-05:00,HB_HOUSTON,HU,26.22
2018-04-22 21:30:00-05:00,HB_HOUSTON,HU,25.12
2018-04-22 21:45:00-05:00,HB_HOUSTON,HU,23.73
2018-04-22 22:00:00-05:00,HB_HOUSTON,HU,24.85
2018-04-22 22:15:00-05:00,HB_HOUSTON,HU,23.24
2018-04-22 22:30:00-05:00,HB_HOUSTON,HU,21.54
2018-04-22 22:45:00-05:00,HB_HOUSTON,HU,20.06
2018-04-22 23:00:00-05:00,HB_HOUSTON,HU,20.0
2018-04-22 23:15:00-05:00,HB_HOUSTON,HU,19.99
2018-04-22 23:30:00-05:00,HB_HOUSTON,HU,19.03
2018-04-22 23:45:00-05:00,HB_HOUSTON,HU,18.69
2018-04-23 00:00:00-05:00,HB_HOUSTON,HU,18.58
2018-04-23 00:15:00-05:00,HB_HOUSTON,HU,18.55
2018-04-23 00:30:00-05:00,HB_HOUSTON,HU,18.27
2018-04-23 00:45:00-05:00,HB_HOUSTON,HU,17.93
2018-04-23 01:00:00-05:00,HB_HOUSTON,HU,17.78
2018-04-23 01:15:00-05:00,HB_HOUSTON,HU,17.66
2018-04-23 01:30:00-05:00,HB_HOUSTON,HU,17.59
2018-04-23 01:45:00-05:00,HB_HOUSTON,HU,17.54
2018-04-23 02:00:00-05:00,HB_HOUSTON,HU,17.63
2018-04-23 02:15:00-05:00,HB_HOUSTON,HU,17.68
2018-04-23 02:30:00-05:00,HB_HOUSTON,HU,17.64
2018-04-23 02:45:00-05:00,HB_HOUSTON,HU,17.71
2018-04-23 03:00:00-05:00,HB_HOUSTON,HU,17.76
2018-04-23 03:15:00-05:00,HB_HOUSTON,HU,17.68
2018-04-23 03:30:00-05:00,HB_HOUSTON,HU,17.77
2018-04-23 03:45:00-05:00,HB_HOUSTON,HU,17.72
2018-04-23 04:00:00-05:00,HB_HOUSTON,HU,17.98
2018-04-23 04:15:00-05:00,HB_HOUSTON,HU,18.05
2018-04-23 04:30:00-05:00,HB_HOUSTON,HU,18.09
2018-04-23 04:45:00-05:00,HB_HOUSTON,HU,17.79
2018-04-23 05:00:00-05:00,HB_HOUSTON,HU,17.95
2018-04-23 05:15:00-05:00,HB_HOUSTON,HU,18.23
2018-04-23 05:30:00-05:00,HB_HOUSTON,HU,18.35
2018-04-23 05:45:00-05:00,HB_HOUSTON,HU,18.47
2018-04-23 06:00:00-05:00,HB_HOUSTON,HU,18.85
2018-04-23 06:15:00-05:00,HB_HOUSTON,HU,19.66
2018-04-23 06:30:00-05:00,HB_HOUSTON,HU,20.35
2018-04-23 06:45:00-05:00,HB_HOUSTON,HU,20.83
2018-04-23 07:00:00-05:00,HB_HOUSTON,HU,21.39
2018-04-23 07:15:00-05:00,HB_HOUSTON,HU,21.16
2018-04-23 07:30:00-05:00,HB_HOUSTON,HU,20.95
2018-04-23 07:45:00-05:00,HB_HOUSTON,HU,20.92
2018-04-23 08:00:00-05:00,HB_HOUSTON,HU,21.04
2018-04-23 08:15:00-05:00,HB_HOUSTON,HU,21.45
2018-04-23 08:30:00-05:00,HB_HOUSTON,HU,21.58
2018-04-23 08:45:00-05:00,HB_HOUSTON,HU,21.65
2018-04-23 09:00:00-05:00,HB_HOUSTON,HU,21.1
2018-04-23 09:15:00-05:00,HB_HOUSTON,HU,20.65
2018-04-23 09:30:00-05:00,HB_HOUSTON,HU,20.72
2018-04-23 09:45:00-05:00,HB_HOUSTON,HU,20.79
2018-04-23 10:00:00-05:00,HB_HOUSTON,HU,21.15
2018-04-23 10:15:00-05:00,HB_HOUSTON,HU,22.5
2018-04-23 10:30:00-05:00,HB_HOUSTON,HU,25.1
2018-04-23 10:45:00-05:00,HB_HOUSTON,HU,26.91
2018-04-23 11:00:00-05:00,HB_HOUSTON,HU,26.73
2018-04-23 11:15:00-05:00,HB_HOUSTON,HU,26.74
2018-04-23 11:30:00-05:00,HB_HOUSTON,HU,26.67
2018-04-23 11:45:00-05:00,HB_HOUSTON,HU,27.27
2018-04-23 12:00:00-05:00,HB_HOUSTON,HU,27.42
2018-04-23 12:15:00-05:00,HB_HOUSTON,HU,28.2
2018-04-23 12:30:00-05:00,HB_HOUSTON,HU,28.45
2018-04-23 12:45:00-05:00,HB_HOUSTON,HU,28.04
2018-04-23 13:00:00-05:00,HB_HOUSTON,HU,28.81
2018-04-23 13:15:00-05:00,HB_HOUSTON,HU,29.33
2018-04-23 13:30:00-05:00,HB_HOUSTON,HU,28.95
2018-04-23 13:45:00-05:00,HB_HOUSTON,HU,29.67
2018-04-23 14:00:00-05:00,HB_HOUSTON,HU,29.92
2018-04-23 14:15:00-05:00,HB_HOUSTON,HU,30.27
2018-04-23 14:30:00-05:00,HB_HOUSTON,HU,30.06
2018-04-23 14:45:00-05:00,HB_HOUSTON,HU,47.22
2018-04-23 15:00:00-05:00,HB_HOUSTON,HU,38.55
2018-04-23 15:15:00-05:00,HB_HOUSTON,HU,42.38
2018-04-23 15:30:00-05:00,HB_HOUSTON,HU,47.95
2018-04-23 15:45:00-05:00,HB_HOUSTON,HU,58.92
2018-04-23 16:00:00-05:00,HB_HOUSTON,HU,53.05
2018-04-23 16:15:00-05:00,HB_HOUSTON,HU,53.73
2018-04-23 16:30:00-05:00,HB_HOUSTON,HU,60.65
2018-04-23 16:45:00-05:00,HB_HOUSTON,HU,311.12
2018-04-23 17:00:00-05:00,HB_HOUSTON,HU,58.44
2018-04-23 17:15:00-05:00,HB_HOUSTON,HU,93.78
2018-04-23 17:30:00-05:00,HB_HOUSTON,HU,92.5
2018-04-23 17:45:00-05:00,HB_HOUSTON,HU,78.28
2018-04-23 18:00:00-05:00,HB_HOUSTON,HU,80.63
2018-04-23 18:15:00-05:00,HB_HOUSTON,HU,45.48
2018-04-23 18:30:00-05:00,HB_HOUSTON,HU,47.87
2018-04-23 18:45:00-05:00,HB_HOUSTON,HU,44.07
2018-04-23 19:00:00-05:00,HB_HOUSTON,HU,38.22
2018-04-23 19:15:00-05:00,HB_HOUSTON,HU,42.51
2018-04-23 19:30:00-05:00,HB_HOUSTON,HU,33.0
2018-04-23 19:45:00-05:00,HB_HOUSTON,HU,31.6
2018-04-23 20:00:00-05:00,HB_HOUSTON,HU,43.04
2018-04-23 20:15:00-05:00,HB_HOUSTON,HU,32.28
2018-04-23 20:30:00-05:00,HB_HOUSTON,HU,28.85
2018-04-23 20:45:00-05:00,HB_HOUSTON,HU,26.14
2018-04-23 21:00:00-05:00,HB_HOUSTON,HU,28.37
2018-04-23 21:15:00-05:00,HB_HOUSTON,HU,27.44
2018-04-23 21:30:00-05:00,HB_HOUSTON,HU,25.58
2018-04-23 21:45:00-05:00,HB_HOUSTON,HU,23.01
2018-04-23 22:00:00-05:00,HB_HOUSTON,HU,21.25
2018-04-23 22:15:00-05:00,HB_HOUSTON,HU,19.65
2018-04-23 22:30:00-05:00,HB_HOUSTON,HU,18.79
2018-04-23 22:45:00-05:00,HB_HOUSTON,HU,17.92
2018-04-23 23:00:00-05:00,HB_HOUSTON,HU,17.6
2018-04-23 23:15:00-05:00,HB_HOUSTON,HU,16.92
2018-04-23 23:30:00-05:00,HB_HOUSTON,HU,16.27
2018-04-23 23:45:00-05:00,HB_HOUSTON,HU,15.76
2018-04-24 00:00:00-05:00,HB_HOUSTON,HU,15.72
2018-04-24 00:15:00-05:00,HB_HOUSTON,HU,15.87
2018-04-24 00:30:00-05:00,HB_HOUSTON,HU,15.36
2018-04-24 00:45:00-05:00,HB_HOUSTON,HU,13.27
2018-04-24 01:00:00-05:00,HB_HOUSTON,HU,13.87
2018-04-24 01:15:00-05:00,HB_HOUSTON,HU,12.6
2018-04-24 01:30:00-05:00,HB_HOUSTON,HU,12.02
2018-04-24 01:45:00-05:00,HB_HOUSTON,HU,11.35
2018-04-24 02:00:00-05:00,HB_HOUSTON,HU,10.0
2018-04-24 02:15:00-05:00,HB_HOUSTON,HU,8.43
2018-04-24 02:30:00-05:00,HB_HOUSTON,HU,6.79
2018-04-24 02:45:00-05:00,HB_HOUSTON,HU,7.25
2018-04-24 03:00:00-05:00,HB_HOUSTON,HU,7.39
2018-04-24 03:15:00-05:00,HB_HOUSTON,HU,6.92
2018-04-24 03:30:00-05:00,HB_HOUSTON,HU,6.59
2018-04-24 03:45:00-05:00,HB_HOUSTON,HU,6.49
2018-04-24 04:00:00-05:00,HB_HOUSTON,HU,6.76
2018-04-24 04:15:00-05:00,HB_HOUSTON,HU,7.61
2018-04-24 04:30:00-05:00,HB_HOUSTON,HU,9.96
2018-04-24 04:45:00-05:00,HB_HOUSTON,HU,13.55
2018-04-24 05:00:00-05:00,HB_HOUSTON,HU,14.03
2018-04-24 05:15:00-05:00,HB_HOUSTON,HU,14.07
2018-04-24 05:30:00-05:00,HB_HOUSTON,HU,15.21
2018-04-24 05:45:00-05:00,HB_HOUSTON,HU,16.51
2018-04-24 06:00:00-05:00,HB_HOUSTON,HU,18.17
2018-04-24 06:15:00-05:00,HB_HOUSTON,HU,18.71
2018-04-24 06:30:00-05:00,HB_HOUSTON,HU,19.29
2018-04-24 06:45:00-05:00,HB_HOUSTON,HU,19.15
2018-04-24 07:00:00-05:00,HB_HOUSTON,HU,44.48
2018-04-24 07:15:00-05:00,HB_HOUSTON,HU,18.47
2018-04-24 07:30:00-05:00,HB_HOUSTON,HU,18.07
2018-04-24 07:45:00-05:00,HB_HOUSTON,HU,18.22
2018-04-24 08:00:00-05:00,HB_HOUSTON,HU,18.33
2018-04-24 08:15:00-05:00,HB_HOUSTON,HU,18.63
2018-04-24 08:30:00-05:00,HB_HOUSTON,HU,18.54
2018-04-24 08:45:00-05:00,HB_HOUSTON,HU,18.68
2018-04-24 09:00:00-05:00,HB_HOUSTON,HU,19.76
2018-04-24 09:15:00-05:00,HB_HOUSTON,HU,19.87
2018-04-24 09:30:00-05:00,HB_HOUSTON,HU,20.13
2018-04-24 09:45:00-05:00,HB_HOUSTON,HU,20.39
2018-04-24 10:00:00-05:00,HB_HOUSTON,HU,21.31
2018-04-24 10:15:00-05:00,HB_HOUSTON,HU,21.46
2018-04-24 10:30:00-05:00,HB_HOUSTON,HU,21.47
2018-04-24 10:45:00-05:00,HB_HOUSTON,HU,23.98
2018-04-24 11:00:00-05:00,HB_HOUSTON,HU,21.7
2018-04-24 11:15:00-05:00,HB_HOUSTON,HU,23.22
2018-04-24 11:30:00-05:00,HB_HOUSTON,HU,21.57
2018-04-24 11:45:00-05:00,HB_HOUSTON,HU,20.95
2018-04-24 12:00:00-05:00,HB_HOUSTON,HU,20.62
2018-04-24 12:15:00-05:00,HB_HOUSTON,HU,20.72
2018-04-24 12:30:00-05:00,HB_HOUSTON,HU,20.98
2018-04-24 12:45:00-05:00,HB_HOUSTON,HU,22.27
2018-04-24 13:00:00-05:00,HB_HOUSTON,HU,24.13
2018-04-24 13:15:00-05:00,HB_HOUSTON,HU,28.87
2018-04-24 13:30:00-05:00,HB_HOUSTON,HU,29.06
2018-04-24 13:45:00-05:00,HB_HOUSTON,HU,-26.28
2018-04-24 14:00:00-05:00,HB_HOUSTON,HU,25.56
2018-04-24 14:15:00-05:00,HB_HOUSTON,HU,31.32
2018-04-24 14:30:00-05:00,HB_HOUSTON,HU,35.31
2018-04-24 14:45:00-05:00,HB_HOUSTON,HU,37.95
2018-04-24 15:00:00-05:00,HB_HOUSTON,HU,34.7
2018-04-24 15:15:00-05:00,HB_HOUSTON,HU,38.34
2018-04-24 15:30:00-05:00,HB_HOUSTON,HU,109.36
2018-04-24 15:45:00-05:00,HB_HOUSTON,HU,45.7
2018-04-24 16:00:00-05:00,HB_HOUSTON,HU,30.63
2018-04-24 16:15:00-05:00,HB_HOUSTON,HU,30.01
2018-04-24 16:30:00-05:00,HB_HOUSTON,HU,36.51
2018-04-24 16:45:00-05:00,HB_HOUSTON,HU,36.08
2018-04-24 17:00:00-05:00,HB_HOUSTON,HU,30.26
2018-04-24 17:15:00-05:00,HB_HOUSTON,HU,33.87
2018-04-24 17:30:00-05:00,HB_HOUSTON,HU,29.4
2018-04-24 17:45:00-05:00,HB_HOUSTON,HU,31.22
2018-04-24 18:00:00-05:00,HB_HOUSTON,HU,28.43
2018-04-24 18:15:00-05:00,HB_HOUSTON,HU,25.95
2018-04-24 18:30:00-05:00,HB_HOUSTON,HU,23.13
2018-04-24 18:45:00-05:00,HB_HOUSTON,HU,23.57
2018-04-24 19:00:00-05:00,HB_HOUSTON,HU,23.42
2018-04-24 19:15:00-05:00,HB_HOUSTON,HU,24.05
2018-04-24 19:30:00-05:00,HB_HOUSTON,HU,22.75
2018-04-24 19:45:00-05:00,HB_HOUSTON,HU,20.59
2018-04-24 20:00:00-05:00,HB_HOUSTON,HU,21.19
2018-04-24 20:15:00-05:00,HB_HOUSTON,HU,21.6
2018-04-24 20:30:00-05:00,HB_HOUSTON,HU,21.21
2018-04-24 20:45:00-05:00,HB_HOUSTON,HU,20.85
2018-04-24 21:00:00-05:00,HB_HOUSTON,HU,20.49
2018-04-24 21:15:00-05:00,HB_HOUSTON,HU,20.41
2018-04-24 21:30:00-05:00,HB_HOUSTON,HU,20.03
2018-04-24 21:45:00-05:00,HB_HOUSTON,HU,19.93
2018-04-24 22:00:00-05:00,HB_HOUSTON,HU,19.54
2018-04-24 22:15:00-05:00,HB_HOUSTON,HU,19.56
2018-04-24 22:30:00-05:00,HB_HOUSTON,HU,17.87
2018-04-24 22:45:00-05:00,HB_HOUSTON,HU,17.53
2018-04-24 23:00:00-05:00,HB_HOUSTON,HU,17.37
2018-04-24 23:15:00-05:00,HB_HOUSTON,HU,17.65
2018-04-24 23:30:00-05:00,HB_HOUSTON,HU,15.67
2018-04-24 23:45:00-05:00,HB_HOUSTON,HU,14.38
2018-04-25 00:00:00-05:00,HB_HOUSTON,HU,16.64
2018-04-25 00:15:00-05:00,HB_HOUSTON,HU,16.79
2018-04-25 00:30:00-05:00,HB_HOUSTON,HU,17.39
2018-04-25 00:45:00-05:00,HB_HOUSTON,HU,17.37
2018-04-25 01:00:00-05:00,HB_HOUSTON,HU,17.31
2018-04-25 01:15:00-05:00,HB_HOUSTON,HU,17.21
2018-04-25 01:30:00-05:00,HB_HOUSTON,HU,17.16
2018-04-25 01:45:00-05:00,HB_HOUSTON,HU,16.69
2018-04-25 02:00:00-05:00,HB_HOUSTON,HU,16.86
2018-04-25 02:15:00-05:00,HB_HOUSTON,HU,17.05
2018-04-25 02:30:00-05:00,HB_HOUSTON,HU,17.05
2018-04-25 02:45:00-05:00,HB_HOUSTON,HU,16.68
2018-04-25 03:00:00-05:00,HB_HOUSTON,HU,16.3
2018-04-25 03:15:00-05:00,HB_HOUSTON,HU,16.16
2018-04-25 03:30:00-05:00,HB_HOUSTON,HU,16.32
2018-04-25 03:45:00-05:00,HB_HOUSTON,HU,14.43
2018-04-25 04:00:00-05:00,HB_HOUSTON,HU,14.89
2018-04-25 04:15:00-05:00,HB_HOUSTON,HU,14.55
2018-04-25 04:30:00-05:00,HB_HOUSTON,HU,14.71
2018-04-25 04:45:00-05:00,HB_HOUSTON,HU,14.74
2018-04-25 05:00:00-05:00,HB_HOUSTON,HU,15.52
2018-04-25 05:15:00-05:00,HB_HOUSTON,HU,16.02
2018-04-25 05:30:00-05:00,HB_HOUSTON,HU,16.88
2018-04-25 05:45:00-05:00,HB_HOUSTON,HU,17.37
2018-04-25 06:00:00-05:00,HB_HOUSTON,HU,20.52
2018-04-25 06:15:00-05:00,HB_HOUSTON,HU,21.78
2018-04-25 06:30:00-05:00,HB_HOUSTON,HU,22.94
2018-04-25 06:45:00-05:00,HB_HOUSTON,HU,20.97
2018-04-25 07:00:00-05:00,HB_HOUSTON,HU,20.77
2018-04-25 07:15:00-05:00,HB_HOUSTON,HU,20.36
2018-04-25 07:30:00-05:00,HB_HOUSTON,HU,20.1
2018-04-25 07:45:00-05:00,HB_HOUSTON,HU,19.77
2018-04-25 08:00:00-05:00,HB_HOUSTON,HU,20.34
2018-04-25 08:15:00-05:00,HB_HOUSTON,HU,21.94
2018-04-25 08:30:00-05:00,HB_HOUSTON,HU,20.34
2018-04-25 08:45:00-05:00,HB_HOUSTON,HU,20.17
2018-04-25 09:00:00-05:00,HB_HOUSTON,HU,19.06
2018-04-25 09:15:00-05:00,HB_HOUSTON,HU,19.05
2018-04-25 09:30:00-05:00,HB_HOUSTON,HU,19.89
2018-04-25 09:45:00-05:00,HB_HOUSTON,HU,19.07
2018-04-25 10:00:00-05:00,HB_HOUSTON,HU,18.68
2018-04-25 10:15:00-05:00,HB_HOUSTON,HU,18.63
2018-04-25 10:30:00-05:00,HB_HOUSTON,HU,18.74
2018-04-25 10:45:00-05:00,HB_HOUSTON,HU,18.78
2018-04-25 11:00:00-05:00,HB_HOUSTON,HU,18.86
2018-04-25 11:15:00-05:00,HB_HOUSTON,HU,18.83
2018-04-25 11:30:00-05:00,HB_HOUSTON,HU,19.1
2018-04-25 11:45:00-05:00,HB_HOUSTON,HU,19.62
2018-04-25 12:00:00-05:00,HB_HOUSTON,HU,19.25
2018-04-25 12:15:00-05:00,HB_HOUSTON,HU,19.28
2018-04-25 12:30:00-05:00,HB_HOUSTON,HU,19.62
2018-04-25 12:45:00-05:00,HB_HOUSTON,HU,19.67
